,Category,top10,top10_scores
68,photoacoustic imaging microscopy,"['vasiliki ikonomidou', 'jinwei ye', 'monson hayes', 'siddhartha sikdar', 'yotam gingold', 'parag chitnis', 'jim chen', 'ariela sofer', 'remi veneziano', 'parth pathak']","[0.1890012971857517, 0.1878255009669405, 0.18419783599415968, 0.16606919124943859, 0.15852141039342194, 0.15731687543943224, 0.14940473709292543, 0.13225358809311027, 0.129672873847398, 0.1262120393210876]"
69,bio nano sensors wearable,"['ali beheshti', 'xiaonan guo', 'janis terpenny', 'parth pathak', 'ray hong', 'vivian genaro motti', 'dimitrios ioannou', 'jinwei ye', 'kevin andrea', 'parag chitnis']","[0.17107116875869455, 0.1407798859200079, 0.12786169392983035, 0.1254166564380359, 0.12270431673017695, 0.11099029933028655, 0.09438976483902481, 0.09058287374592602, 0.08795932074125606, 0.08776166804615579]"
70,flexible sensors,"['xiaonan guo', 'parag chitnis', 'leonard adelman', 'ray hong', 'parth pathak', 'jinwei ye', 'monson hayes', 'dimitrios ioannou', 'vasiliki ikonomidou', 'qiang zeng']","[0.14664116840330096, 0.09679840389932541, 0.09618404554807145, 0.09491285516235624, 0.08709458150984552, 0.08620414727865502, 0.08553964215357115, 0.08423210786611415, 0.08388219629930302, 0.08385675993339055]"
71,substance use disorders,"['parth pathak', 'duminda wijesekera', 'burak tanyu', 'daniel barbara', 'jim chen', 'vasiliki ikonomidou', 'monson hayes', 'siddhartha sikdar', 'parag chitnis', 'yotam gingold']","[0.23045274364744028, 0.22859540068099335, 0.22601491477324934, 0.20830927738760302, 0.2064493251723752, 0.20470409789826755, 0.20240205363481067, 0.1948463018994218, 0.1926360152190182, 0.1922510794748754]"
72,aneurysm risk assessment,"['sanmay das', 'mihai boicu', 'gheorghe tecuci', 'cameron nowzari', 'john shortle', 'jan allbeck', 'tokunbo fadahunsi', 'ran ji', 'elise miller hooks', 'mehdi amiri darehbidi']","[0.20476628682822548, 0.12635575844580488, 0.12109599962974044, 0.12065957743268409, 0.11213883907185698, 0.11133671392097261, 0.10350933406995702, 0.09688917908602639, 0.09423109801412308, 0.08988377931402841]"
73,data driven biomechanical simulation,"['andrew richardson', 'kathleen wage', 'jan allbeck', 'mohan venigalla', 'qi wei', 'cameron nowzari', 'jim chen', 'leonard adelman', 'harry wechsler', 'daigo shishika']","[0.14834827015575636, 0.12575606011171475, 0.11949347571210589, 0.1156258063694994, 0.11348599899137346, 0.11208948409362193, 0.11183371292317551, 0.1072471695886116, 0.10634025231835519, 0.10330702732015981]"
74,signal video analytics wellness,"['vasiliki ikonomidou', 'monson hayes', 'jinwei ye', 'jan allbeck', 'yariv ephraim', 'hamza mughal', 'yutao zhong', 'yotam gingold', 'sharon adamus', 'kim blackwell']","[0.14586629781269594, 0.13844838661965264, 0.12122948070067362, 0.11618674312477975, 0.11346266285766902, 0.11169437554445213, 0.11128297681493146, 0.10408190504041619, 0.10290273286496182, 0.1013899485411937]"
75,new clinical trial methods,"['jeff offutt', 'burak tanyu', 'jim chen', 'parth pathak', 'paul ammann', 'daniel barbara', 'siddhartha sikdar', 'monson hayes', 'kevin lybarger', 'vasiliki ikonomidou']","[0.24291120798606405, 0.221488076605719, 0.2148319357342678, 0.21116574510518393, 0.20779470935422012, 0.20715272546764768, 0.2033067271302133, 0.20020472051189983, 0.19614391190362693, 0.19179492483226904]"
76,results clinical studies,"['aditya johri', 'michael eagle', 'gheorghe tecuci', 'mihai boicu', 'khondkar islam', 'pouyan ahmadi', 'jim chen', 'karla hoffman', 'carlotta domeniconi', 'vasiliki ikonomidou']","[0.2769955015366262, 0.25807514622006644, 0.24436455568472557, 0.2424376569724679, 0.23654357435369985, 0.22292116939112183, 0.22145218820032433, 0.21438022976878102, 0.1985138178626345, 0.1931571195943149]"
77,viral infections,"['bernd peter paris', 'cameron nowzari', 'mingkui wei', 'brett hunter', 'jonathan l auerbach', 'lei yang', 'joy hughes', 'jim chen', 'brian mark', 'colin reagle']","[0.10760416130331392, 0.10285231643557195, 0.09994559131181542, 0.09227978810944447, 0.08367231564874614, 0.08359216455908192, 0.08005431131256743, 0.07933503467119261, 0.07474760320843041, 0.07265485091979548]"
78,neuroinformatics computational neuroanatomy,"['john otten', 'yutao zhong', 'ali k raz', 'hamza mughal', 'matthew amissah', 'joy hughes', 'jiayang sun', 'craig lorie', 'tamara maddox', 'daniel menasce']","[0.3550234734023465, 0.2858309752375148, 0.2764258918028123, 0.25819888974716115, 0.22742941307367104, 0.2070566455055649, 0.20271010642104997, 0.19998000299950008, 0.1995018672215266, 0.19908178654027614]"
79,computational experimental neuroplasticity memory,"['qiliang li', 'nicholas rios', 'dimitrios ioannou', 'md tanvir arafin', 'tolga soyata', 'xiang chen', 'jim chen', 'holger dannenberg', 'rajesh ganesan', 'weiwen jiang']","[0.17564600079426207, 0.16449735653433561, 0.15714603232306434, 0.15173834757784724, 0.13578286977981363, 0.1291939213461214, 0.11818215861572257, 0.11658327379018155, 0.11625380604587925, 0.11620537649227895]"
80,neural interfaces,"['john otten', 'hamza mughal', 'shahnaz kamberi', 'yutao zhong', 'tamara maddox', 'joy hughes', 'pelin kurtay', 'shvetha soundararajan', 'binqian yin', 'craig lorie']","[0.37655925828480175, 0.36514837167011077, 0.3271947828633614, 0.3233808333817773, 0.28213824634343937, 0.2672003635812713, 0.19641855032959654, 0.19010178412449608, 0.18490006540840973, 0.18382938108944846]"
81,construction health safety,"['dimitrios ioannou', 'jim chen', 'ray hong', 'cameron nowzari', 'yotam gingold', 'jan allbeck', 'janis terpenny', 'sanmay das', 'gheorghe tecuci', 'xiaonan guo']","[0.15198537435740778, 0.15160309704420497, 0.13964449841572033, 0.13958064176845555, 0.13648647814758852, 0.12987785089902054, 0.12878088930450374, 0.12751302831918507, 0.12546227048473993, 0.12438932601846085]"
82,modeling,"['abolfazl safikhani', 'ben seiyon lee', 'alexander levis', 'vadim sokolov', 'qi wei', 'tianshu feng', 'edward huang', 'lily wang', 'kim blackwell', 'ran ji']","[0.3232521973429334, 0.31677354576345285, 0.26971856121271254, 0.2521485774678003, 0.24819836024158332, 0.24445168756471639, 0.22360345042547036, 0.22033998176430525, 0.21745825026612178, 0.2096405833153152]"
83,simulation,"['shahnaz kamberi', 'hamza mughal', 'john otten', 'jan allbeck', 'tamara maddox', 'mahdi hashemi', 'jim chen', 'yutao zhong', 'joy hughes', 'rajesh ganesan']","[0.1591387093065592, 0.13701805122009747, 0.13212454939080825, 0.11921991891576053, 0.11343148142323309, 0.10630867901620548, 0.10601161375502623, 0.10401019349846875, 0.10359969699273433, 0.09763951545875525]"
84,virtualization,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
85,procurement economic models,"['alexander levis', 'abolfazl safikhani', 'ben seiyon lee', 'vadim sokolov', 'edward huang', 'daniel menasce', 'syed abbas zaidi', 'qi wei', 'mohan venigalla', 'alexander brodsky']","[0.28509348487373476, 0.2614316394804598, 0.24624020580986533, 0.2415022689891675, 0.2409035572556081, 0.2385749845591804, 0.2268417682712417, 0.22271170625269698, 0.21757625335818442, 0.20535353016102714]"
86,project management,"['aditya johri', 'thomas latoza', 'george hazelrigg', 'janis terpenny', 'ebrima ceesay', 'foteini baldimtsi', 'xiang chen', 'grigory yaroslavtsev', 'yotam gingold', 'fei li']","[0.11008859947461941, 0.09936781537202213, 0.09348810561896964, 0.08574239237832876, 0.08213474971367418, 0.08136819304870807, 0.08116094517343957, 0.08040302522073697, 0.07889219870018704, 0.07865918214226926]"
87,climate weather modeling remote sensing,"['abolfazl safikhani', 'alexander levis', 'qi wei', 'vadim sokolov', 'ben seiyon lee', 'syed abbas zaidi', 'jim chen', 'viviana maggioni', 'mohan venigalla', 'edward huang']","[0.2873501424749018, 0.24551179500261272, 0.23453253546972674, 0.2181919499727012, 0.21010125729202497, 0.20991609025903096, 0.20709042815903858, 0.2019864444239552, 0.20085575346518864, 0.19892737977934566]"
88,coastal building resilience,"['burak tanyu', 'amarda shehu', 'william rosenberger', 'dana richards', 'ahmed bin zaman', 'qiliang li', 'ali beheshti', 'jim chen', 'martin slawski', 'yotam gingold']","[0.17575059956068625, 0.17018567343492008, 0.16682748216651525, 0.16021328380943656, 0.14324153460744313, 0.14121427613869494, 0.13667027975201335, 0.13585957954665717, 0.13485776106568317, 0.12946902196722831]"
89,environmental health,"['liza wilson durant', 'jim chen', 'dimitrios ioannou', 'xuesu xiao', 'ali beheshti', 'vasiliki ikonomidou', 'jeffrey moran', 'jonathan l auerbach', 'lishan yang', 'mehdi amiri darehbidi']","[0.13606048477061308, 0.09185128853753197, 0.09006658242740587, 0.08682062442424636, 0.08168677677715233, 0.07999225026118953, 0.07555121427070184, 0.0702940536635539, 0.06647097715994327, 0.06602245145088902]"
90,hydraulic land surface modeling,"['jeffrey moran', 'ali beheshti', 'viviana maggioni', 'yotam gingold', 'jim chen', 'robert handler', 'alexander levis', 'qi wei', 'qiliang li', 'abolfazl safikhani']","[0.25373630789183604, 0.24291025838883848, 0.24050863306167866, 0.23745412645975644, 0.2359556104854536, 0.2311779446327995, 0.2231876349416852, 0.21852976683702496, 0.21420934519574036, 0.21042136320908125]"
91,pollution,"['jan allbeck', 'xuesu xiao', 'ningshi yao', 'brett hunter', 'rochelle jones', 'xiaonan guo', 'daniel garrison', 'ziyu yao', 'mohamed gebril', 'katherine russell']","[0.13485093122247055, 0.10465644965102233, 0.0939888900502862, 0.0921062598117008, 0.07890425300494963, 0.07586708426791983, 0.07490058862731383, 0.0728635563462475, 0.0697474050906156, 0.06774019970754805]"
92,sustainability,"['ali beheshti', 'martin slawski', 'qiliang li', 'huzefa rangwala', 'tamara maddox', 'larry kerschberg', 'remi veneziano', 'burak tanyu', 'giorgio ascoli', 'md tanvir arafin']","[0.09985334780960754, 0.09813965152246694, 0.09381401046479419, 0.08880948184332728, 0.086386842558136, 0.08396545364331306, 0.08072079371997229, 0.0755329489402965, 0.07357773437125029, 0.07079401424435676]"
93,building material properties structures,"['daniel barbara', 'jim chen', 'burak tanyu', 'amarda shehu', 'alexander levis', 'myeong lee', 'giuseppe ateniese', 'duminda wijesekera', 'carlotta domeniconi', 'yotam gingold']","[0.19976639138503696, 0.1786133719101757, 0.1751695984647098, 0.17402436731499726, 0.17302651693314847, 0.17052227681257953, 0.16370786567654283, 0.16293619517998553, 0.16279642148901932, 0.15735854747510897]"
94,geosynthetics,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
95,recycled materials geo environmental modeling,"['abolfazl safikhani', 'alexander levis', 'vadim sokolov', 'ben seiyon lee', 'qi wei', 'tianshu feng', 'mohan venigalla', 'edward huang', 'lily wang', 'jim chen']","[0.301301569621062, 0.2924118839933703, 0.2708913329873048, 0.2704428746023182, 0.24908640426005846, 0.24793015885355152, 0.23936659459724707, 0.23044636510155472, 0.22616484057468217, 0.22349228577647462]"
96,structural health monitoring inspection,"['ahmed bin zaman', 'dana richards', 'amarda shehu', 'william rosenberger', 'irina hashmi', 'robert handler', 'burak tanyu', 'kenneth ball', 'qiliang li', 'evgenios kornaropoulos']","[0.32600039495508193, 0.2803079815524203, 0.2608925708358462, 0.20585493177531367, 0.15467099076262633, 0.1396700497608296, 0.13450705684851105, 0.12911059407189238, 0.11458913609024926, 0.1100488529110197]"
97,structural stress,"['ahmed bin zaman', 'dana richards', 'amarda shehu', 'william rosenberger', 'burak tanyu', 'irina hashmi', 'robert handler', 'kenneth ball', 'dimitrios ioannou', 'qiliang li']","[0.33878704316095354, 0.28844377013634975, 0.2686776051077731, 0.20626488961992046, 0.17653315317113988, 0.16074228908967853, 0.14947803818439123, 0.14032538046016876, 0.1317073159285312, 0.12121341908831713]"
98,,"['kenneth ball', 'robert handler', 'juan cebral', nan, 'martin slawski', 'ping deng', 'henry coffman', 'songjun luo ', 'kirin emlet furst', 'liling huang']","[0.1214650945546807, 0.09362359554994173, 0.07507503859883495, 0.07453559924999298, 0.04482758620689655, 0.043852900965351466, 0.04303314829119352, 0.041053541362798, 0.04070857015248239, 0.0382857420667617]"
99,bio based transport,"['parth pathak', 'jim chen', 'vadim sokolov', 'burak tanyu', 'daniel barbara', 'duminda wijesekera', 'rajesh ganesan', 'monson hayes', 'qiliang li', 'krzysztof gaj']","[0.19163347154374727, 0.19011889203362636, 0.18825622626379, 0.18791217684807252, 0.1868802418100221, 0.1770627447142586, 0.17436432080654307, 0.17090061462450643, 0.16944503509998893, 0.1666488661041181]"
100,electrical based transport,"['parth pathak', 'vadim sokolov', 'burak tanyu', 'jim chen', 'daniel barbara', 'duminda wijesekera', 'monson hayes', 'siddhartha sikdar', 'parag chitnis', 'krzysztof gaj']","[0.2280824509230154, 0.22079253566015894, 0.22054006745043736, 0.21337444712788187, 0.21201935096388397, 0.2095736448341122, 0.19928307480861274, 0.1932523922975982, 0.19277295434905933, 0.19015647822503098]"
101,thermal based transport,"['parth pathak', 'jim chen', 'burak tanyu', 'daniel barbara', 'vadim sokolov', 'rajesh ganesan', 'duminda wijesekera', 'qiliang li', 'alexander levis', 'krzysztof gaj']","[0.19983825165068908, 0.19621855477589675, 0.19120435401647942, 0.1836831111505572, 0.18299746710669412, 0.18087202884303408, 0.1800499474232136, 0.17989608766194487, 0.17502632089770248, 0.1738549402401383]"
102,high temperature tribology,"['jim chen', 'jeffrey moran', 'parag chitnis', 'ali beheshti', 'parth pathak', 'siddhartha sikdar', 'colin reagle', 'aditya johri', 'qiliang li', 'mohan venigalla']","[0.20817109005183493, 0.17104548131578565, 0.16976777162076528, 0.16885512015759852, 0.16640702937229473, 0.16402177508611596, 0.16101429497606876, 0.15984124627421537, 0.1580183546731546, 0.15515466751710605]"
103,nano scale surface engineering,"['jeffrey moran', 'robert handler', 'jim chen', 'jinwei ye', 'yotam gingold', 'qiliang li', 'ali beheshti', 'viviana maggioni', 'daniel barbara', 'colin reagle']","[0.22263230362450614, 0.20105411193221948, 0.1811240668705077, 0.18044488893794694, 0.17496187806359764, 0.16993562428006803, 0.1674922379151073, 0.1648840662013328, 0.14983256984611648, 0.14466617075391047]"
104,indentation scratch,"['ali beheshti', 'robert handler', 'jinwei ye', 'jeffrey moran', 'yotam gingold', 'mehdi amiri darehbidi', 'viviana maggioni', 'rao v mulpuri', 'jim chen', 'qiliang li']","[0.19604547260867872, 0.15266049316035718, 0.13231178671398897, 0.1263148423261292, 0.1157813227844691, 0.10973386700558571, 0.09954429899537773, 0.09314020767135013, 0.08699942281191982, 0.08125191336549495]"
105,additive manufacturing,"['janis terpenny', 'tamara maddox', 'kim blackwell', 'colleen berg', 'yotam gingold', 'martha bushong', 'viviana maggioni', 'jan allbeck', 'remi veneziano', 'alexander brodsky']","[0.10575446236592258, 0.08726388882593229, 0.07052644265351388, 0.07045670884515312, 0.07016081703238522, 0.07010592832736354, 0.07001900730113031, 0.0661840531637639, 0.06327528457541519, 0.06069223990201152]"
106,electrocatalysts,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
107,energy generation storage,"['jessica lin', 'rajesh ganesan', 'tolga soyata', 'ebrima ceesay', 'joy hughes', 'qiliang li', 'shahnaz kamberi', 'angelos stavrou', 'ivan avramovic', 'ray hong']","[0.1450984212558959, 0.1283187863885083, 0.12513820070647777, 0.12433027534582851, 0.12305466755737965, 0.11941791320479025, 0.11924053123617269, 0.1177987359964059, 0.11315371287959322, 0.1130600164972507]"
108,fabric synthesis,"['ahmed bin zaman', 'jim chen', 'dana richards', 'amarda shehu', 'qiliang li', 'liza wilson durant', 'alexander levis', 'rajesh ganesan', 'william rosenberger', 'jeffrey moran']","[0.1163563343470559, 0.11490380678297077, 0.11310543851252608, 0.11125892297423076, 0.10567340184231311, 0.09748336526744195, 0.09196239613257201, 0.09156624416227764, 0.09071708117173648, 0.08692363021578547]"
109,plasonics nanophotonics,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
